[17.12.2025 18:49:52]  [Authorization] Error: Error while copying content to a stream.
[17.12.2025 21:10:21]  [SendMessage] Starting send message: 'ахха' to contact: Вася жопкин бамбук
[17.12.2025 21:10:21]  [SendMessage] Message added to local contact. Sending to user...
[17.12.2025 21:10:21]  [SendMessage] Starting send message: '' to contact: Вася жопкин бамбук
[17.12.2025 21:10:23]  [AddMessageToUser] Получено сообщение от masya: аххmasyavasyaText09:10ахха
[17.12.2025 21:10:25]  [SendMessage] Starting send message: 'ахахах' to contact: Вася жопкин бамбук
[17.12.2025 21:10:25]  [SendMessage] Message added to local contact. Sending to user...
[17.12.2025 21:10:26]  [AddMessageToUser] Получено сообщение от masya: ахахах
[17.12.2025 21:10:29]  [SendMessage] Starting send message: 'дурак' to contact: Вася жопкин бамбук
[17.12.2025 21:10:29]  [SendMessage] Message added to local contact. Sending to user...
[17.12.2025 21:10:31]  [AddMessageToUser] Получено сообщение от masya: дурак
[17.12.2025 21:10:36]  [SendMessage] Starting send message: 'ты шо' to contact: Вася жопкин бамбук
[17.12.2025 21:10:36]  [SendMessage] Message added to local contact. Sending to user...
[17.12.2025 21:10:37]  [AddMessageToUser] Получено сообщение от masya: ты шо
[17.12.2025 21:10:38]  [SendMessage] Starting send message: 'дурной' to contact: Вася жопкин бамбук
[17.12.2025 21:10:38]  [SendMessage] Message added to local contact. Sending to user...
[17.12.2025 21:10:39]  [AddMessageToUser] Получено сообщение от masya: дурной
[17.12.2025 21:11:01]  [MessengerWindow] Инициализация для пользователя: Мася (masya)
[17.12.2025 21:11:01]  [MessengerWindow] Инициализация завершена
[17.12.2025 21:11:01]  [AddMessageToUser] Получено сообщение от masya: привет
[17.12.2025 21:11:01]  [AddMessageToUser] Получено сообщение от masya: 123
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: qq
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ты чо лысый?
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ахахахха
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ах
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ах
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ахх
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ах
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ах
[17.12.2025 21:11:02]  [AddMessageToUser] Получено сообщение от masya: ах
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: ах
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: ахх
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: ахха
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: ахахах
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: дурак
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: ты шо
[17.12.2025 21:11:03]  [AddMessageToUser] Получено сообщение от masya: дурной
[17.12.2025 21:11:04]  [LBChats_SelectionChanged] Selected contact: Вася жопкин бамбук (vasya)
[17.12.2025 21:11:04]  [LBChats_SelectionChanged] Restored draft for Вася жопкин бамбук: ''
